,price,area,flat_type,locality,distance_prague_km,district,city
13617,17000,68,4+kk,"Šlapanice, okres Brno-venkov",195.25361040256456,Šlapanice,Šlapanice
13618,10000,25,2+kk,"Ivančice, okres Brno-venkov",178.93284614900008,Ivančice,Ivančice
13619,7000,26,2+kk,Znojmo,180.24483623880496,Znojmo,Znojmo
13620,14000,42,3+kk,"Mikulov, okres Břeclav",214.6379938766385,Mikulov,Mikulov
13625,9000,19,1+1,"Brno - Žabovřesky, okres Brno-město",184.23131335682857,Brno - Žabovřesky,Brno
13626,11000,28,1+1,"Brno - Staré Brno, okres Brno-město",186.08550533340036,Brno - Staré Brno,Brno
13627,10000,35,2+kk,"Hustopeče, okres Břeclav",210.49529517119004,Hustopeče,Hustopeče
13628,13000,71,4+1,"Brno - Veveří, okres Brno-město",185.88311448942406,Brno - Veveří,Brno
13629,12000,42,3+kk,"Brno - Zábrdovice, okres Brno-město",187.37374536927717,Brno - Zábrdovice,Brno
13632,5000,27,2+kk,Břeclav,231.24341684979728,Břeclav,Břeclav
13633,6000,29,2+kk,Znojmo,180.6330213235773,Znojmo,Znojmo
13634,10000,31,2+kk,"Brno - Trnitá, okres Brno-město",187.16812272420327,Brno - Trnitá,Brno
13636,6000,24,1+kk,Hodonín,239.76526897279913,Hodonín,Hodonín
13637,12000,30,2+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13638,12000,46,2+1,"Brno - Královo Pole, okres Brno-město",183.4687843164038,Brno - Královo Pole,Brno
13639,8000,31,1+kk,"Brno - Zábrdovice, okres Brno-město",186.71434359616055,Brno - Zábrdovice,Brno
13640,4000,43,other,"Brno - Starý Lískovec, okres Brno-město",185.0651092481878,Brno - Starý Lískovec,Brno
13641,9000,40,3+1,Břeclav,232.07373852314737,Břeclav,Břeclav
13642,7000,40,3+1,Znojmo,180.88039736448368,Znojmo,Znojmo
13643,9000,11,1+kk,"Brno - Staré Brno, okres Brno-město",186.01224939292587,Brno - Staré Brno,Brno
13644,5000,20,1+kk,Znojmo,179.34485047866093,Znojmo,Znojmo
13645,8000,44,3+1,Znojmo,178.97303191979182,Znojmo,Znojmo
13647,8000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13648,12000,19,1+kk,Brno - Brno-město,186.72547392633973,Brno - Brno-město,Brno
13649,14000,27,2+kk,Brno - Brno-město,186.72547392633973,Brno - Brno-město,Brno
13650,14000,29,1+kk,Brno - Brno-město,186.72547392633973,Brno - Brno-město,Brno
13651,11000,36,1+kk,"Brno - Židenice, okres Brno-město",189.4099951821712,Brno - Židenice,Brno
13652,11000,31,2+kk,"Brno - Židenice, okres Brno-město",189.4099951821712,Brno - Židenice,Brno
13653,7000,25,2+kk,Hodonín,238.58325529578352,Hodonín,Hodonín
13655,6000,13,1+kk,"Brno - Královo Pole, okres Brno-město",183.0497948949919,Brno - Královo Pole,Brno
13656,9000,25,2+1,"Brno - Zábrdovice, okres Brno-město",186.5784727207334,Brno - Zábrdovice,Brno
13657,6000,13,1+kk,"Brno - Královo Pole, okres Brno-město",183.0497948949919,Brno - Královo Pole,Brno
13658,9000,25,2+1,"Brno - Zábrdovice, okres Brno-město",186.5784727207334,Brno - Zábrdovice,Brno
13660,10000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13661,13000,36,2+1,Brno - Brno-město,186.53310547052757,Brno - Brno-město,Brno
13662,10000,14,1+kk,"Brno - Zábrdovice, okres Brno-město",187.0022897681427,Brno - Zábrdovice,Brno
13663,7000,28,2+1,Znojmo,180.75708008204563,Znojmo,Znojmo
13664,11000,23,1+kk,Brno - Brno-město,186.48811742180285,Brno - Brno-město,Brno
13665,12000,26,1+kk,Brno - Brno-město,186.48811742180285,Brno - Brno-město,Brno
13666,14000,40,3+kk,Znojmo,181.61360398947818,Znojmo,Znojmo
13667,7000,22,1+kk,"Brno - Žebětín, okres Brno-město",177.90765178590053,Brno - Žebětín,Brno
13668,5000,11,other,"Brno - Staré Brno, okres Brno-město",186.41860475088683,Brno - Staré Brno,Brno
13669,10000,22,1+1,"Brno - Žabovřesky, okres Brno-město",184.40465977737057,Brno - Žabovřesky,Brno
13671,10000,33,2+1,Znojmo,178.97303191979182,Znojmo,Znojmo
13672,10000,31,2+kk,"Modřice, okres Brno-venkov",190.64870901918633,Modřice,Modřice
13673,15000,19,2+1,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13674,11000,41,2+1,"Brno - Veveří, okres Brno-město",185.76448463840745,Brno - Veveří,Brno
13677,10000,14,1+kk,"Brno - Zábrdovice, okres Brno-město",186.90640960493968,Brno - Zábrdovice,Brno
13679,7000,17,1+kk,"Brno - Zábrdovice, okres Brno-město",186.77194232697025,Brno - Zábrdovice,Brno
13680,8000,38,2+1,"Brno - Královo Pole, okres Brno-město",183.26861220597607,Brno - Královo Pole,Brno
13681,7000,22,1+1,"Brno - Žebětín, okres Brno-město",178.69079873732875,Brno - Žebětín,Brno
13682,5000,14,1+kk,"Brno, okres Brno-město",187.7612982129436,Brno,Brno
13683,8000,27,1+1,"Boskovice, okres Blansko",174.31326955948526,Boskovice,Boskovice
13685,7000,35,2+1,Znojmo,181.09235485633783,Znojmo,Znojmo
13688,7000,23,1+1,Břeclav,231.8166112194768,Břeclav,Břeclav
13689,8000,31,2+1,"Mikulov, okres Břeclav",214.17758128084085,Mikulov,Mikulov
13690,4000,81,other,"Brno - Žabovřesky, okres Brno-město",183.5128765179839,Brno - Žabovřesky,Brno
13691,11000,59,2+1,Břeclav,231.0032577631722,Břeclav,Břeclav
13692,8000,14,1+kk,"Brno - Trnitá, okres Brno-město",187.90487503837304,Brno - Trnitá,Brno
13693,8000,38,2+1,Hodonín,239.1092086488469,Hodonín,Hodonín
13694,12000,45,3+1,"Brno - Žabovřesky, okres Brno-město",183.1138888688112,Brno - Žabovřesky,Brno
13696,11000,26,1+1,"Brno - Staré Brno, okres Brno-město",185.58872956674978,Brno - Staré Brno,Brno
13697,14000,52,3+1,"Brno - Staré Brno, okres Brno-město",186.66551694370133,Brno - Staré Brno,Brno
13698,20000,79,3+1,"Brno - Staré Brno, okres Brno-město",186.66551694370133,Brno - Staré Brno,Brno
13700,7000,33,2+1,Hodonín,237.96444132141914,Hodonín,Hodonín
13701,13000,20,1+kk,"Brno - Židenice, okres Brno-město",188.17709709022733,Brno - Židenice,Brno
13702,4000,26,other,Brno - Brno-město,186.30801188643534,Brno - Brno-město,Brno
13703,9000,16,1+kk,"Brno, okres Brno-město",187.00481266822172,Brno,Brno
13705,6000,26,2+1,"Břeclav, okres Břeclav",230.22999988483514,Břeclav,Břeclav
13706,13000,53,3+kk,"Brno - Trnitá, okres Brno-město",187.28092207951917,Brno - Trnitá,Brno
13707,9000,25,2+kk,"Brno - Zábrdovice, okres Brno-město",187.37374536927717,Brno - Zábrdovice,Brno
13708,13000,74,4+1,Hodonín,238.88005982935266,Hodonín,Hodonín
13711,14000,59,3+kk,"Ivančice, okres Brno-venkov",179.2993920998444,Ivančice,Ivančice
13713,5000,8,other,"Brno - Starý Lískovec, okres Brno-město",184.96569246314414,Brno - Starý Lískovec,Brno
13714,23000,44,3+kk,"Brno - Komárov, okres Brno-město",187.97417739424318,Brno - Komárov,Brno
13715,8000,22,1+kk,"Brno - Židenice, okres Brno-město",189.58203982428066,Brno - Židenice,Brno
13716,8000,19,1+kk,"Brno - Štýřice, okres Brno-město",186.87937700879237,Brno - Štýřice,Brno
13717,4000,24,1+kk,Znojmo,180.56364312289105,Znojmo,Znojmo
13718,7000,21,1+1,"Brno - Bystrc, okres Brno-město",179.57041166853864,Brno - Bystrc,Brno
13719,10000,27,1+kk,"Brno - Zábrdovice, okres Brno-město",187.07256701616413,Brno - Zábrdovice,Brno
13723,9000,27,2+kk,"Mikulov, okres Břeclav",214.62361209626764,Mikulov,Mikulov
13724,14000,28,2+kk,"Brno - Komárov, okres Brno-město",187.92984519535443,Brno - Komárov,Brno
13725,8000,14,1+kk,"Brno - Veveří, okres Brno-město",185.6734219478804,Brno - Veveří,Brno
13726,12000,19,1+kk,Brno - Brno-město,186.72547392633973,Brno - Brno-město,Brno
13727,11000,17,1+kk,Brno - Brno-město,186.72547392633973,Brno - Brno-město,Brno
13728,8000,20,1+1,"Brno - Židenice, okres Brno-město",189.4099951821712,Brno - Židenice,Brno
13729,7000,28,2+kk,Znojmo,181.97032728722024,Znojmo,Znojmo
13730,9000,10,1+kk,"Brno - Staré Brno, okres Brno-město",186.01224939292587,Brno - Staré Brno,Brno
13731,9000,10,1+kk,"Brno - Staré Brno, okres Brno-město",186.01224939292587,Brno - Staré Brno,Brno
13734,9000,35,2+kk,"Slavkov u Brna, okres Vyškov",206.36906606690283,Slavkov u Brna,Slavkov u Brna
13736,59000,198,atypické,"Brno - Štýřice, okres Brno-město",187.38596850355543,Brno - Štýřice,Brno
13737,13000,55,3+kk,"Břeclav, okres Břeclav",231.51526356118146,Břeclav,Břeclav
13738,13000,59,3+kk,"Břeclav, okres Břeclav",231.51526356118146,Břeclav,Břeclav
13739,6000,12,1+kk,"Brno - Zábrdovice, okres Brno-město",187.37374536927717,Brno - Zábrdovice,Brno
13741,14000,41,2+kk,"Brno - Bystrc, okres Brno-město",178.80576316425552,Brno - Bystrc,Brno
13744,14000,39,3+1,"Brno - Lesná, okres Brno-město",185.19935862241266,Brno - Lesná,Brno
13745,8000,13,1+kk,Brno - Brno-město,186.636998599119,Brno - Brno-město,Brno
13746,10000,20,1+1,"Brno - Veveří, okres Brno-město",185.6004386074924,Brno - Veveří,Brno
13747,7000,7,other,Brno - Brno-město,186.30801188643534,Brno - Brno-město,Brno
13749,17000,32,2+1,"Brno - Černovice, okres Brno-město",188.5651112966869,Brno - Černovice,Brno
13750,9000,14,1+kk,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13751,9000,14,1+kk,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13752,9000,12,1+kk,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13753,9000,25,1+1,"Veselí nad Moravou, okres Hodonín",248.28557323173524,Veselí nad Moravou,Veselí nad Moravou
13754,9000,32,2+kk,"Veselí nad Moravou, okres Hodonín",248.28557323173524,Veselí nad Moravou,Veselí nad Moravou
13755,9000,23,1+1,"Veselí nad Moravou, okres Hodonín",248.15706192964905,Veselí nad Moravou,Veselí nad Moravou
13756,5000,32,other,Brno - Brno-město,186.37708651428332,Brno - Brno-město,Brno
13757,5000,38,other,Brno - Brno-město,186.30801188643534,Brno - Brno-město,Brno
13758,8000,26,1+1,"Brno - Řečkovice, okres Brno-město",181.33740325438137,Brno - Řečkovice,Brno
13761,7000,26,2+1,Hodonín,239.67401017892666,Hodonín,Hodonín
13764,9000,13,1+kk,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13765,9000,13,1+kk,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13766,9000,13,1+kk,"Brno - Staré Brno, okres Brno-město",186.477946920452,Brno - Staré Brno,Brno
13767,8000,16,1+kk,Hodonín,238.1557549963794,Hodonín,Hodonín
13768,4000,42,other,Brno - Brno-město,186.32449745002006,Brno - Brno-město,Brno
13769,11000,17,1+kk,"Brno - Komárov, okres Brno-město",187.92984519535443,Brno - Komárov,Brno
13770,6000,19,1+1,"Brno - Štýřice, okres Brno-město",186.9033800823232,Brno - Štýřice,Brno
13771,5000,47,other,"Brno - Pisárky, okres Brno-město",183.8398671323417,Brno - Pisárky,Brno
13772,12000,36,2+kk,Znojmo,181.97032728722024,Znojmo,Znojmo
13773,5000,22,1+1,Hodonín,238.2164647201858,Hodonín,Hodonín
13774,4000,8,other,"Brno - Černá Pole, okres Brno-město",186.23156425379437,Brno - Černá Pole,Brno
13775,11000,53,4+kk,Břeclav,231.31624250106205,Břeclav,Břeclav
13776,19000,39,3+kk,"Brno - Veveří, okres Brno-město",185.19415497525137,Brno - Veveří,Brno
13777,11000,77,3+1,"Veselí nad Moravou, okres Hodonín",248.59287858384667,Veselí nad Moravou,Veselí nad Moravou
13779,8000,19,1+1,"Brno - Královo Pole, okres Brno-město",183.59943648704436,Brno - Královo Pole,Brno
13780,26000,72,3+kk,"Brno - Veveří, okres Brno-město",185.68824746067162,Brno - Veveří,Brno
13781,41000,178,5+kk,"Brno - Veveří, okres Brno-město",185.68824746067162,Brno - Veveří,Brno
13782,4000,28,other,"Brno - Zábrdovice, okres Brno-město",186.90640960493968,Brno - Zábrdovice,Brno
13783,8000,45,2+1,Znojmo,180.56838748736988,Znojmo,Znojmo
13784,7000,37,3+1,Znojmo,178.81699685739392,Znojmo,Znojmo
13785,7000,13,1+kk,"Brno - Zábrdovice, okres Brno-město",186.8031975850297,Brno - Zábrdovice,Brno
13786,7000,20,1+1,"Ivančice, okres Brno-venkov",179.2993920998444,Ivančice,Ivančice
13787,11000,20,1+kk,"Brno, okres Brno-město",187.77909534168091,Brno,Brno
13788,5000,11,other,"Modřice, okres Brno-venkov",190.64870901918633,Modřice,Modřice
13791,5000,28,other,Brno - Brno-město,186.30801188643534,Brno - Brno-město,Brno
13792,5000,26,other,Brno - Brno-město,186.30801188643534,Brno - Brno-město,Brno
13794,4000,28,other,Brno - Brno-město,186.30801188643534,Brno - Brno-město,Brno
13795,7000,42,other,"Brno - Černá Pole, okres Brno-město",186.27514879229636,Brno - Černá Pole,Brno
13796,4000,32,other,Brno - Brno-město,186.30801188643534,Brno - Brno-město,Brno
13797,18000,57,4+kk,Znojmo,181.61360398947818,Znojmo,Znojmo
13798,17000,63,4+kk,Znojmo,181.61360398947818,Znojmo,Znojmo
13799,13000,50,3+kk,Znojmo,180.5630970060317,Znojmo,Znojmo
13800,11000,16,1+kk,Brno - Brno-město,186.636998599119,Brno - Brno-město,Brno
13803,7000,26,other,Brno - Brno-město,186.30801188643534,Brno - Brno-město,Brno
13804,8000,17,1+kk,"Brno - Zábrdovice, okres Brno-město",186.90640960493968,Brno - Zábrdovice,Brno
13805,9000,28,1+1,"Brno - Černá Pole, okres Brno-město",186.30665377531395,Brno - Černá Pole,Brno
13806,11000,38,2+1,"Brno, okres Brno-město",190.33461891542268,Brno,Brno
13807,6000,17,1+kk,Hodonín,239.54172825311488,Hodonín,Hodonín
13808,8000,15,1+kk,Brno - Brno-město,186.1431013782608,Brno - Brno-město,Brno
13809,5000,50,other,Brno - Brno-město,186.30801188643534,Brno - Brno-město,Brno
13810,5000,50,other,Brno - Brno-město,186.30801188643534,Brno - Brno-město,Brno
13811,5000,50,other,Brno - Brno-město,186.30801188643534,Brno - Brno-město,Brno
13817,20000,54,3+kk,"Brno - Trnitá, okres Brno-město",187.14175046550062,Brno - Trnitá,Brno
13846,36000,86,3+kk,"Poděbradská, Praha - Hloubětín",7.6519802412066795,Poděbradská,Poděbradská
13858,17000,34,1+kk,"Poděbradská, Praha - Hloubětín",7.755411796791514,Poděbradská,Poděbradská
13883,20990,54,2+1,"Poděbradská, Praha - Vysočany",7.214574475343503,Poděbradská,Poděbradská
13897,19000,23,1+kk,"Poděbradská, Praha - Vysočany",7.276152012127442,Poděbradská,Poděbradská
13955,21503,52,2+1,"Poděbradská, Praha - Hloubětín",8.942508099463566,Poděbradská,Poděbradská
13977,22900,47,1+kk,"Poděbradská, Praha - Vysočany",7.297307879107369,Poděbradská,Poděbradská
13982,17900,27,1+kk,"Slovenská, Praha - Vinohrady",2.4237382903336284,Slovenská,Slovenská
13992,19500,28,1+kk,"Poděbradská, Praha - Hloubětín",7.740700495164213,Poděbradská,Poděbradská
14046,22900,45,1+1,"Plzeňská, Praha - Smíchov",2.48109126236284,Plzeňská,Plzeňská
14112,14550,103,4+1,"Hlavní třída, Havířov - Havířov-město, Moravskoslezský kraj",289.568497741997,Hlavní třída,Hlavní třída
14127,9850,72,3+1,"Závodní, Karviná - Karviná-město, Moravskoslezský kraj",296.818770052536,Závodní,Závodní
14131,10550,69,3+1,"Závodní, Karviná - Karviná-město, Moravskoslezský kraj",296.65515648117184,Závodní,Závodní
14135,10350,69,3+1,"Závodní, Karviná - Karviná-město, Moravskoslezský kraj",296.58711176081766,Závodní,Závodní
14152,10600,72,3+1,"Závodní, Karviná - Karviná-město, Moravskoslezský kraj",296.818770052536,Závodní,Závodní
14168,12550,69,3+1,"Okružní, Český Těšín - Český Těšín, Moravskoslezský kraj",304.13147545963295,Okružní,Okružní
14171,7900,55,2+1,"Okružní, Havířov - Šumbark, Moravskoslezský kraj",287.8736822443242,Okružní,Okružní
14181,8350,55,2+1,"Závodní, Karviná - Karviná-město, Moravskoslezský kraj",296.2586221000806,Závodní,Závodní
14239,27500,63,2+kk,"Poděbradská, Praha - Vysočany",6.547964834995104,Poděbradská,Poděbradská
14315,12350,69,3+1,"Závodní, Karviná - Karviná-město, Moravskoslezský kraj",296.65515648117184,Závodní,Závodní
14323,8400,35,1+1,"Slovenská, Karviná - Karviná-město, Moravskoslezský kraj",297.4177282902935,Slovenská,Slovenská
14340,10800,68,3+1,"Hlavní třída, Havířov - Havířov-město, Moravskoslezský kraj",289.0533297061106,Hlavní třída,Hlavní třída
14341,8450,59,2+1,"Okružní, Havířov - Šumbark, Moravskoslezský kraj",287.9852047174079,Okružní,Okružní
14352,10600,70,3+1,"Hlavní třída, Havířov - Havířov-město, Moravskoslezský kraj",289.1602920289691,Hlavní třída,Hlavní třída
14362,7600,55,2+1,"Závodní, Karviná - Karviná-město, Moravskoslezský kraj",296.30928413285,Závodní,Závodní
14366,7400,35,1+kk,"Slovenská, Karviná - Karviná-město, Moravskoslezský kraj",297.3440535482052,Slovenská,Slovenská
14376,11550,55,2+1,"Slovenská, Karviná - Karviná-město, Moravskoslezský kraj",297.41085121017227,Slovenská,Slovenská
14382,8750,37,1+1,"Slovenská, Karviná - Karviná-město, Moravskoslezský kraj",297.4140583857465,Slovenská,Slovenská
14383,9750,54,2+1,"Hlavní třída, Havířov - Havířov-město, Moravskoslezský kraj",289.08779022371476,Hlavní třída,Hlavní třída
14403,19000,65,2+kk,"Brno - Královo Pole, Jihomoravský kraj",183.16956836555408,Brno - Královo Pole,Brno
14426,20500,43,1+kk,"Poděbradská, Praha - Hloubětín",7.740708642104824,Poděbradská,Poděbradská
14458,15000,32,1+kk,"Brno - Trnitá, Jihomoravský kraj",187.44732814994737,Brno - Trnitá,Brno
14471,20500,34,1+kk,"Poděbradská, Praha - Hloubětín",7.740708642104824,Poděbradská,Poděbradská
14490,12250,53,2+1,"Slovenská, Karviná - Karviná-město, Moravskoslezský kraj",297.34907910943645,Slovenská,Slovenská
14495,9500,55,2+1,"Hlavní třída, Havířov - Havířov-město, Moravskoslezský kraj",289.2445747562518,Hlavní třída,Hlavní třída
14506,27783,36,1+kk,"Veletržní, Praha - Bubeneč",1.579924355291973,Veletržní,Veletržní
14509,7450,35,1+kk,"Slovenská, Karviná - Karviná-město, Moravskoslezský kraj",297.3411688110442,Slovenská,Slovenská
14510,11450,77,3+1,"Hlavní třída, Havířov - Havířov-město, Moravskoslezský kraj",289.6712081627977,Hlavní třída,Hlavní třída
14512,6750,52,2+1,"Závodní, Karviná - Karviná-město, Moravskoslezský kraj",296.4839028426412,Závodní,Závodní
14528,11750,73,4+1,"Slovenská, Karviná - Karviná-město, Moravskoslezský kraj",297.41085121017227,Slovenská,Slovenská
14529,7400,34,1+kk,"Slovenská, Karviná - Karviná-město, Moravskoslezský kraj",297.4140583857465,Slovenská,Slovenská
14532,12900,72,3+1,"Slovenská, Karviná - Karviná-město, Moravskoslezský kraj",297.3411688110442,Slovenská,Slovenská
14540,15500,30,1+kk,"Poděbradská, Praha - Hloubětín",7.6519802412066795,Poděbradská,Poděbradská
14599,46251,51,atypické,"Plzeňská, Praha - Košíře",3.9214606310646105,Plzeňská,Plzeňská
14604,16990,32,1+kk,"Poděbradská, Praha - Hloubětín",7.6519802412066795,Poděbradská,Poděbradská
14620,13200,25,1+kk,"Poděbradská, Praha - Vysočany",6.567117958307079,Poděbradská,Poděbradská
14681,13100,55,3+1,"Slovenská, Karviná - Karviná-město, Moravskoslezský kraj",297.42369267057137,Slovenská,Slovenská
14683,8000,35,1+kk,"Slovenská, Karviná - Karviná-město, Moravskoslezský kraj",297.4123494028312,Slovenská,Slovenská
14690,10550,78,3+kk,"Hlavní třída, Havířov - Havířov-město, Moravskoslezský kraj",289.63706770855225,Hlavní třída,Hlavní třída
14696,9400,67,3+1,"Okružní, Havířov - Šumbark, Moravskoslezský kraj",287.8326975961425,Okružní,Okružní
14717,10750,69,3+1,"Závodní, Karviná - Karviná-město, Moravskoslezský kraj",296.7597453175168,Závodní,Závodní
14727,18990,36,1+kk,"Poděbradská, Praha - Vysočany",7.556816986256728,Poděbradská,Poděbradská
14839,20000,56,2+kk,"Plzeňská, Praha - Smíchov",2.4922936038265315,Plzeňská,Plzeňská
14921,13500,26,1+kk,"Okružní, Brno - Lesná, Jihomoravský kraj",185.94790156491698,Okružní,Okružní
14927,17000,54,2+kk,"Olomouc - Nová Ulice, Olomoucký kraj",209.69968704445793,Olomouc - Nová Ulice,Olomouc
14972,41038,36,atypické,"Veletržní, Praha - Bubeneč",1.579924355291973,Veletržní,Veletržní
14993,16990,54,2+1,"Poděbradská, Praha - Vysočany",7.214574475343503,Poděbradská,Poděbradská
15005,42014,35,atypické,"Plzeňská, Praha - Smíchov",2.3466053104307654,Plzeňská,Plzeňská
15126,10000,30,1+1,"Plzeňská, České Budějovice - České Budějovice 3, Jihočeský kraj",122.10432158595482,Plzeňská,Plzeňská
